trial,msg_len,message_bits,digest_hex
441,125,10001000011111111001100111101011110110011101101011011010000001111010010010100000011010101011000001101011110100101001011111110,28802105e06625037b1210990020b90542a709b062054
442,116,00010010111001011000000101010011011111101100011111010110111010111010100010111000110111001011001010010100100000000000,0360941be48525910a00c25a09d01801e06703b11109e
443,105,100111011001111110001110111111010110101100110000110111001001011011001110011011011010010111010001101101110,0f30da08301b19c0b31b00f20d30e30da0b829508623a
444,74,10111011110010010110001011011111010110111111010001011110111111101101010110,48c10609a00d11a03b0351c50de15002c0701401750f1
445,73,1101000000000000100101000100111001110110100100100001111101110100111011101,21801603d1cc19f05a0cb0d837e0c40640710f31ff01c
446,80,11100011011100001010010010100000000100111001010110000011011011010010010010111001,0d74d30370ae03d0fa1970890e00200aa0f5058184199
447,95,00000110000010000110010000111110101111101010010100000011010111000110001011101001111010110000100,4c90350df0bc03913b0290dc0d102b1460202621a507e
448,93,011100010111101011011000000000100001111010001001000110011101110010100101000100000110000111011,07d26d09510825704107d0121020c405b09a0812b125c
449,76,0001110011111101101110100000010100101100000101111011011100111110101011000110,1d202f0e905924206c0041300450f407f628059069031
450,99,100011111010111101110011101100011000100000100101001110100101000101010010011001111011110101101110011,1ec03c2201281210420160b41a911011c2d303c0ab0cc
451,99,100100111000001110100001110001110011011010111000110010001000010101000110000011100100011110111110101,0a51ca04326f1ad0f600908b01012f01c06300051c0c6
452,93,111011010100011110010000101100001110110101110010110000101100100011110111101100111101011111011,0352881740bb0ab0711350862410481f60e30fe1a2034
453,79,0110010110100111111001011010000000001100101001100100001000110001111011000001101,0011812031e913508a03e0120ab2c401e26c10514503a
454,102,001110000011010101111011011101111010001101011100011011110011011101001001100001010001000110100101000001,3ed0fa14d02510408d00c0350210603e702103f2310d5
455,89,11010000101001001010010011101010110000000000011111110011100011101001001011001000010111100,0131890920740533aa1d61871bf12f03d03a24304800e
456,87,100111011001001010110100111000000011000010010101000000110001111111101010001100011100101,00a1d216f49d0460be0a20400e101907802220001f277
457,90,001101111001111111010001100000100010010101111011011001011001100101100111001111000100100100,1281b100f0c305d1a70f105803609f04429f01440712d
458,92,01111010111011010000000011101100000101011000100111111000110011001011111000110100010100100010,01d03b1fb0891ad1eb1c10a108c19d1be0f209e0b20fa
459,72,010000010101100111010010000100100101011100010000001011010000100001010000,0a800704e03f1ea21f23a12d06419e0070b21d222309c
460,84,111110001100110011001101100011001110000101011000000000011000111000101011001100110100,10b07c0321b31832251320f233d1270340b40d607a023
461,104,10101110001011010101011111110100100001111101010111001010100010001011101100010111111110100110001100111010,04d10c1b719e0b414a17704301816104d28a03406c2a3
462,79,0001111100011101000111010011101010101110000110110110110011001010101010001100111,1163ba1f00e90a40be04d0ad12b08701005c2080bd110
463,67,1000000101010011011000111011101101110111110111001111101001111000000,59a10a0111520ac04e09909c1701fb05f01705615c02f
464,108,101001000101011000110111000100111000111101110110110011011110110001111110001110100000001010110111110000011000,04e33d02207d09c02501d30010f0dd00506a0de3a3113
465,76,0101111111010100010101100010100010001101011010101110111000000010010010000111,19d0f51a400820507514e06e0122471760441600c714c
466,107,11101100101101001100010001110111010101100110111101011110101101111011100111110111000110011000111111001001110,05c27d17814702715604808e2360722041cd0a00e700f
467,123,001000010101101101111111110100101011001000100010110010100101110001111011101110010010110011100001011100010110000101010110100,1380eb1661ce01d0a004d1842ef1fa111096101054030
468,94,1000100011111100101110000000000011010100101011101100110111011111001001011010100101001010010101,16b04430717714e11323306c05704c12f00706a27b00d
469,80,10000000001111001001101000000101000011111111000010111001111111000001111101011010,2c708312c01418227d05a02c28201c1d80a30c10480c6
470,90,111011011001010011010101001111110101011110011000101110100011011100001000000011101111010000,01714e0770870f53920d307d20703502d1be26e10901f
471,104,01000011111100101000110000111110011001100100000111000000101110010111110011001001011010000100111110010101,39125708715104209201a05506a36d1af08807d05001d
472,70,0001111010001101010001110010100110010011010110010011111111000100011010,0671d31e10ad0fa0131f000d0541810581140701ad2c7
473,78,100011101100100101000001111111110100101100000100011001110010100111001001001100,13610b0420751ef04306112513617a1e601e23803222a
474,67,0010011011101111111011110100010100010110110010111001010011111010111,05800a35519401d0ed0823110d316c18f0ac0f309e006
475,75,111000100100100001110000011101011000110011110100000000000101001000111001010,07b09e01218436e2071c80f40bd0570ed0dc0ba02f152
476,67,1000001010011001010110001011100100100111011111110101000110010001001,1d917745d0910510bb09103903d3f90430bf058052002
477,88,1100001110111010111011111001001010000001011110010100000110001011010101001110111010100001,2eb24712c03425104011c00509f2aa10b0010d103405a
478,89,00111011101100101110011110000010011100110110001101101000110100110001111010101111000101101,3c806618e03b10a0810920d108929f0d704809500d22b
479,74,01001101100010001011110100100110101101110001100010110001011100010000000111,0440a209801c0401020520732240e21f232919e07c21e
480,83,10010100101010000111010001010011111001110101000111110011010010101001110001010100001,12215607300b2230420c82612c31071ed06e07a0220b4
481,120,000011110001001001001011010101010111111011100010000100111001011000001111010111001110110101000100010010010000110110011011,0761981241cb0420d80891b80f70df00d19807717a234
482,97,0101000001010100000111000011110110100010100010001110101100111101000101110001110000010001011010110,00a0f908e1b707f23f00a0da10e0e20410a14420e0119
483,75,011000101011100011110011000101110101100101001101010011001110111011000101100,27107359409e0ce09c04116c10f0430ac0810d4005073
484,116,01001010100101101110111101110001010100011011010000000010101001110000010000000110110010101101011101100100110110100100,03310100207a0110f900007006457820809b1d60981e2
485,72,001100001001011000011101101110000110001111110010100110001001001000000010,0bf0a20030340aa18b0eb08206c11c01a2cf2ed14d215
486,66,111101000011010111111110010000000000010101100011010110100110111010,1530a735a0a32d81ae09c13106305c01700d04c26f012
487,125,11010111000111001101010110011101011100101011111001100101110010010111111001000001011101101111000001111101001000010001011111100,0420531751d20750e10880334a10120e200e10e2910ca
488,115,0010000101100110011101100111001011100101101001010001001000101101011100111001110100110000010001110110010110101000001,1531f303618e0830700920ec00f21d21702210d0bf24f
489,64,1011010101010000011010110011100010001100101100111110010111101001,0cc03c1a80fc2540e203403e0390b30940e50ce411161
490,115,0101010011011010111010010111100000100110001100000010000111011110110000000100100000000110011000110100110110110001000,0c314214e06702c00009820936804a13e1750950af1c8
491,125,01011001000000111101100111011110111101000000011001001010100001111000111001110110011110001000111000101111110100011010010111111,23817907808a3df0e70220312ac04b0120961230980d0
492,92,10110101111010100101011111100000111011100110110011111001111011111101011010100110000110101111,0fa0d400513226d27d0561dc0010e20550430d20992f4
493,85,1001101100000111010010100011100011010101000010010111100000011110010010110000001110001,0e709703602f01b03c01c07f1111a93062881f902a2bb
494,101,01111110010010110111010110010000110001010101000111000110000010101110100000100111000111101001001000111,05303140706d1b001b0830d000b09745900300b1d9101
495,80,00011100011000100000100011011110110100001010100101000001000110000010110110011110,0710e907811c10121b20410904e13c0420fc13b1a313b
496,71,01101010101010100000001010011100100111111111100011111101101001011111011,1a11670cb0eb12927613e0610f908915c0b8005202060
497,87,000010111001100110010000101101010110001010000111101101101101010110001110101010101101001,00a0b003401f31d0fa0c82e90d905c1f01230f402b1bd
498,87,010101110001010111000001101110011110100100000110011000000111101001111010001101111100010,10405f07f08901a02a0c402d02b49728818b0950da213
499,105,000110010101100110000110011001111011000111010101111100101110100101100000101001101101001110010111101000111,0e60851e426b22a0f223e0b601101106a10701810517e
500,79,1110001000011000010011011100000101100000010001101100001000010010010000001001000,06900f13d01a1501480ba10f03102d09b22d0f437e231
501,111,100001110110101111101011100111101011111111001001000110101001111100111110110100000110010100001110001011000011101,1b00140850880500b800e0a623433c1372ce07306811b
502,108,100100001011010010001000111001100110000110111111110010011001000100001101101001101101100010000110111100110000,1ff00656e1330c206905421902414008902a016156038
503,115,1000000100101011111101100100111111001001001001101011010010110001001100110101101100001001001101110111111010100101011,15a32a1b40000540a801e22b0861de06a0152a30c6030
504,91,0001101100011010100111010001001011111001111110001111001001001010100011000111001110010100111,17031701d09a0d407331200503e0d10b00570042fb146
505,117,101111000000100000000010100011000101111010100010100101000000001010111110011110111101100001101001001100110011001010011,04609a3010db1870cf01704c19706618b0900ce38201b
506,86,10011111111101101101001110010110001110100011111101101010000101011010100000010111010011,1ab0683592250780c809b1a307a0222ae05107b04d086
507,72,001110111001001011000000100011000110101101111000111000000001010100111111,1112ac00f02b08309100f08141e2a61e204805001d102
508,102,101100111111100010011101011011010101010011000010000100001011001111111010100101101011111110100001000011,1bb19304214023c0b00c201a04904601a3b20f30d2142
509,67,1100110001101101011111111011100000000011111110111000100101000000100,04e1150e204d02706c1363b00d22d217e1880d9002068
510,107,11110100111100010001011101110011010101001001010110001100010100001101100100000110000010110110000111101001101,0c111800e45f0ae2900161760840c30ca09404a092168
511,127,1100100110110001110110111100011100110010100010000111101101010100101010000011111111111110000010110010101110101010010010111001110,0530bd12300b0ad1921e207022534707d14d0ae0d2073
512,76,1000100011100011000110011111111000001011001001001110110011010111010000110101,13f02913208415016810010006e0a90180a917c27b253
513,93,100101001101001101000010011011111101010010011010110110011010011110110100001101101100100001001,02f0304b012203104b26f1e10b60a21130d10010111ac
514,118,1101000110011110011010111001100111000000010101111000101101110010110011011101101000110111110001001010010010010010011101,0b721b01d01b02301a1a908b0d134605e3e61770a6005
515,119,10000001011001000010011000010100011010100101000000011111010101010001001010000110001101001000111001100110000000110110010,2d003d1c20180df1c30c30af1e20ec15205c21800b060
516,72,110000000001101011000001100111101010011111000100110001101010011101000110,08b13703b1a20ca0531490351ea0301521812740aa1b2
517,98,11001111001100010100001111001111000010010011101011001011010000101011001101101011000101100110011101,1200800f30e001030c13c2580e30511f00b9079066118
518,67,1100000100111110100000001110010100010000110000111111111101101101100,1fc1ab0eb0f61390591ad02b15317e0da00727403a0a7
519,64,0010101001100011101101110000111010101101111110010110000011101011,20902f05605507201d0430c51231523110171243c30fa
520,92,11001010011111111011101000011011010101010011001011101000101101101010000011010010100100111101,0490720dd07c00829e1710480452af09a4190b60ad07d
521,115,1011110111100011100100001110110010001001000011100001011001111000110001001011011000110100101110001000111011001001011,06528a0b506e20002f0bd0251ac2ed0760de1f20380bf
522,84,100101011100111000110010001101110010111100001000010101101011001111001010110010001111,17d10a0ce2ec04920c20d06c1140cd07b10504700713b
523,121,1111000001101100110111101011111111000110101100000011010001000110000100011111101100100110110101010101100011110100000000010,00c32d0440530a50a30de12810200505d2d92fe03416d
524,120,101001111001000000101111011101000111111011010110101000100101000010110000110100001011011111001001111001111001111010100100,02c0bf1594a701b0540771300e80292300b915512c07d
525,73,1111110011110111100000100001000000010100110111111111100100100111111101010,1100214510330b109306b06a0e51d101618a1f315d084
526,125,00100011010100111101001111111000001001010110001111110101010100100110001011001111110011111001100101010100111100111100011010101,19f0d60aa24203902902728d1bd0fe0a501d0720e52ac
527,95,00100110111010111000111000110001100010101101011001111010000000000100000101100001100111010101111,3072281da1a704707d08902b0ae01019a10308204c1a6
528,72,100001000110011001000101000101110110010101011111110001001101101000111000,1140fb05902b1be11c03a0e227417705625406a18b0e5
529,119,01000100111010000001110000100111111100001101000001011111011011011001100000111000101101000011000101001000000101000010000,00d0ee0371890450241f104611b45e0f70261091191e3
530,82,1010101100010000101111111001100100101010011101110001011011000000101010010111110100,1130ce13904116e55e0810b302206b05e12f0000ce1b3
531,79,1000010000110010011011101000110001100100001100100101011010101000000001000010001,03b1c70550160a001a09919e2990033c70363de010014
532,115,0000010000111101111100001011111011010001011010101011111111011011110000011111001110010101011001111000010000010000010,0141e81dc0af03a16e1bf0581a71291c012303b1000c3
533,65,11101110010101010000111111000100110110011011110010110110101001101,0a40531b90d82932750de08100b00307034e0e4120039
534,114,011101000101010100010011001001010110100001100010011100111010000100000101111111101100101100000011010010111110000110,1b40540400573091890db04c0960da03c07c2190912cf
535,104,10001110111000011110110010000000101100110101000101001110110011000110011011011101101101000111011000100111,37709f06a07d04305414f0230002a50210c142811802a
536,116,10000111111001111100101101111110110111110000011110010010110101011100011101111010110110000001100101000101001010010101,2530231c900c03b1a11072c923f0c004c07e04f0c9121
537,65,11100000111111110001111011011000001110100001111110011101001001101,0a00611780a21be22300113b08505b1cf07801b0f238d
538,73,0000101111011110000010000011011011110001101000001000111000101010100111010,0bd0b30051f80fe12b0000c904f02302c18c2ab180344
539,114,110110010011010000101010111100001001110011011110000011000110000001011001001010001110010011000110000001111101001111,1d50860290e211d00c04c02239f1e10b327e023111116
540,108,100010010100011101000001000010011001111101111101110110010111000011011001110001001010001110110100111001111110,1641440cb07607201602e1ac0be01201641620708f21c
541,72,111101110000000110010001011011010001100110110001010101110100111101110111,14e09c02201112710d1a80d939e0d415b0e10691bf050
542,102,001010010011000110010010100110000010011001011110110100100010100001001001001000101100011110010111001110,2d327508e0440f20871421cb00006509722c178073048
543,99,011101010010000010010011101101001100100111001101100010010101001111100000010010110000000101000100111,1540d314603002001a00d01b2f11fb26c0fa0ad12d1cc
544,66,010001111010101001010001011011111110101101111010100010001110100011,2e61390730b103704a0071450eb0372fa1a4043154193
545,80,10000100100100111000011011101110110011101110000110111100111001100001010111000000,0be0421b907e34100227a19025d1c001e049028095035
546,64,1101110000110001101001010110001000111010000101110101010001101000,08b05b2eb01711b0332ae1080622860630a913b05118e
547,115,1011010011000000111111110001101001010101101110011001011000101001101000100011110100100000000001001111111001100010000,01c03b07b21c00e0441ea28c2281e40d221506b05808b
548,94,0111001010111000000100101001100101011101100101110111110011010110101000000010111000110011011010,01105429e0170f400c0d10522d104a2e402c1670482e2
549,107,00001101000000011001101010000010111001010111111111101011101010111011101111001111100010110111101100011011011,05b04010a07005311e07006d0f026929600c1a82511a3
550,120,000111010110110001101001011110100110100001101101011111000000111101101110000100011110011110110111101010100111011100001011,07a10821905507a1522120530c90890370aa0eb14d36a
551,106,0101111001111000001101000010001001010101011101110100001101111001111100001011001100111001011111100010110100,0fe02031007208d2660b501729e04b26603918607a011
552,128,11010101100011101000111011000000011000110111110100100111101010010100110100100000000100010010011111111001010101111100011110011111,0922f20060e61750a40fa0780dc05309c0a82680c725e
553,95,00010001011101010010010001111010110010101001111101101111110010100010111000111110000111110001110,05e07d0083200481d10c30d809c03b08d0b704e18d44b
554,71,10110100010100000011001111110111010010101110100001000001111111011000011,0740270e70c743d10f0562e503e11b02115e08109d131
555,73,0101000100101011111011001001011101000110110010010011111011011100011101010,0431010b81c90d409b0f92d60c113c03c1f70550a81c7
556,78,010001110100000000100110011010010011110111111110000110011100000100001111110010,00108b0fc0540a413571e02512601e09102102416f177
557,117,100010110111111011011011100110110100000001100100010101011001110001000010101100011101000010110101100000010101111011000,0840000b20b51992eb1090030a315548008d05210d019
558,75,100001010001001100111101111001111010010001000010000100001111010100100101010,0130de01c1e60220480a30030af3030110910423923cd
559,111,001000000100111111101110101111110010011110111011110100000000111101100110001000010011101010011010000101000011100,18701510706a06e0d719816908908f0eb27e1170e422c
560,127,1111101110011100000110100110011001101100101000101000001110101110010000011111001000001100100100111010101011000111100000010101111,0ad0380361323490ff08f04c07536a15202e2200a1069
561,81,101001111010001000010100100001101011010110100110111100111000000101010101111110010,1fb1092490040131440160142010b531212a0ba0900ea
562,103,1011011011101101101010101011001011100011100100100101101100010011010010110011100011000101001010101100111,10b04e0de10c14006703c0d908505d0370e81ca4f6139
563,88,0011100000011111111100101011000101010001111101001011111101001111101101000010110000100111,0e62322f609503d03311f0150d3120074003010521018
564,91,0111000111000001111100011100000001100100111011011111000000011100111001000101111100111010101,10c02318b11f0841f614f12a15209604f1692940f7001
565,120,111001101000100110100001010001000100001010001100100111010011011110100011110010111011010001110000110010001100001010111110,1190b000e0e225606c0020162320670d41971323430ec
566,82,1010101101101010000001000000010110110011000111001100000100100001001111111111001101,11b16801c04406900a27d26915a0120460810e30a5402
567,88,1111111011100110001001100010101001100000100100110010001110011110001000000101111000110011,45c05c0da0030490430e10d523915501a378076014077
568,99,100101111101010011001011110100101101111011111111011011100110101110001111110010110111101111011111100,1861950b014c0c50660951f104c14f1600311371db0f3
569,122,00011011111000011101101000101010111010011011100000101011001011111101100010001001001001001101111101001010001001000011010010,17604708106102416520712f0cf2050311040200e1391
570,88,1111100000101010001100100000010100011001000100000110010100110001101000111111101001010001,0a90cf05a1cd00d1121b613740f14412509a002109030
571,88,1010110000101011010101100000100000100000010110110000001010110011100001011001001011010101,0800af02d00e0b50140120d90184ce06418243f1bc011
572,93,010111111110001111010100000011011111001010111101110001110011000100100100101110011100010010000,03316e0865280190040e41f61cb0be0cf03d00205a1bf
573,103,0010110100100000111010001101101111001010010010111101001001110111100011011010011011111001010000110011100,06b01009510c1aa0cf1510b70cc07506e09417d3e81b4
574,111,011011101010101010000000110011001010100111100001001111100000011110111010011110011011011101011111001111011100000,0870c600f46030c02408e10d0a011f05300c0fb222037
575,76,1101111001101011110101101001100110101111000000000110100111001100101100111101,08f24207d12e0f80201340e144d19202c0fc09e071038
576,76,0101111111001100011011110011110010100010111101101011000111001000100111100101,0f30b30e70df0850a002e06b21e2591ca1161051a60cc
577,123,111100110100101001111000100001010010000100100111111000011111111001101011001000001111101011000110111001111000111100100100010,05127218311e09f1211a42050f300c05716e05f191079
578,118,1011110011001001011110110011001110101001101000111101011100100000010101010110001101100011011101100111110101101101101110,2260f42230360f20fb12b05602208c1560a020f0e1184
579,96,110001001001101100010110100001110101001100100000100101011111110001000100111111111000110111011010,13b1910560470de0160140bc45315d1b5015199146074
580,88,0001100010001101111111111001000001011110001000000111100010111000100000110000000001010011,00001a01603c11d0fc16f0b90fe1610f303f47a01d322
581,115,0100011011001001010001001101000100010101000111110111111110101101011011011111101110101100111011000100001111100010101,1362aa07d0a82e91ed1880500ae05609108e00701d1fe
582,81,011001011011001011100001101010000000110101101001011110000111011110011111000111110,00316f0d60e205300502d1ae13a1310e23d91291c208a
583,76,0010010101101000011010010110000011100010101110100000100010011110011110111011,15c1e30ea02e1f20420a32bf0c505218e093212042080
584,81,001010011100000000011001011101110000100000111010000001000010110001010010110001011,04207652801705e29601a0d324b01705403a13311c0e2
585,90,001101101110011100101001001011001001010110011110011000010001001000001111010010100000100011,0ba0142160e60341bc1770ab2250b904c01225f0f818b
586,119,00010110110111110100100101100011111110110011000011111100011000010111101110010100001101100000101100111100011101010111100,2db21d0811f81d806a23b06f01111f0de06c09500208a
587,75,111000111110110101001001111100110001100101111111010000001000110011010000101,03c1531321442201db05e0770fc07518216513012d06e
588,85,1001111001111010110000010101011110101100011010011101101001100100011110111100100011011,1843df00c14423906705203706f11e00106521d0fd10f
589,122,10011011000010010110100011101110000111101111011101111110001001000101010100000011010000001011010001011011101010011110001100,0a10f21033b928702309f0451582cb06d09803504607a
590,85,1100000011010111101100100110011011100111000101101110111001100111110101011001010011100,13900c28b0b81732080ae06503b1001f00860c8025242
591,102,001110000110100101111000011111101111101100010011010001001011011010000010100110110010101001101010010010,01553a3b92a70b105b07107006203b0d70230080180a6
592,92,00101101010110001010011111010000001011101001001000001010001100111110011101001100100010110110,15c1cf4f514f0ad0610542610ee079010087071035022
593,127,1111000110001000010011001011111011110010011000100011011101110111110010111100001100010100110110000011111001010010110001011100101,05421e06d03606110a03b07b06916d0a81e91da0bc3c4
594,122,00000001001100111101011111001110100000001101101011010100111001000011111000110001100010011000011001100110010111111010000100,0372a71a900012d0a631d26109518204103d02e0cf08e
595,90,111000001000000111110001110110101111101011011011011100010100011111111100110110000101100000,06001c1c309010a01416e2a81e604601a3e601a0be0f1
596,120,000111001000011110111010000110011001111010110000010101101011011000101011000100101111101000000100101111001100100001100100,0b72851110b90010c412513621000738a01e0d80650d6
597,115,1000011001111110100110101010101001010100110001101110010000000011010110010101001100011110011000011100011001000011011,03f1ae4950020141de1790360730830980d233a005033
598,113,00110001000101001110011110110000101011101110000110100100100010000111111000010010001011010110001000000101111000100,2251dc1180180fd0a208106309433b1670cc0171c8062
599,87,111110100001011001100000111001101100110110001000001000111000011000000101101011110011100,28d21c08a06721e04a0391b802c06f0370f11ad07821e
600,118,1000000101010101000100101001010101010100110001011110101010001100110000010011010100101011010100000010010110010010101110,1f606010b0141d532130725f05c0400080f5046005043
601,79,0101001101010010010100001010111101010111101001000000111001000111111101000011011,03300f09d02d0ff1500af25d10d0f53351360d416b0e7
602,121,0101011100110111100111001001010111001011000010001001000110111000000111111000011001110100001011110001101010111000100000000,00c0dd2821f907401016910b2a20b304706d04905b2ef
603,116,01000111011001110011001101100001001101000111110000100110000001000100010101111010100011100110111111101111001111101010,02f10106d11910569f0a80241f50010c904d03e06d11c
604,75,001010001110011011010010000111111101101101000111101000011000011111100110111,0ae01e0170e002c0392ff5261c11620171a30060220a8
605,79,0001011110101100000110000010101001110110100001000110010011101010010110100011110,06b0f601851419f0661ee16902506104308f06809b1b5
606,102,100011001111011001010011100111100011011011110101111110101000010001100101001001001100100110000000101001,0020950a50651cd03c2382e219e1610a002b19e0b111b
607,106,0001110000010111100110110101110110110010100010011000101111010101100110001100011001101111000011001001110010,10d0de07306c1071282c808a0e206d02126810a2b4016
608,110,01100001001001100110001111000011011010000001100011111100000000011001001010000001010101111100011110101111100010,1c010d10e1501080940bb0210ea0651ea2b60cc117083
609,109,1011001110110011110010000111101111011000010010110001111111011101010110000011111111110110110011110011010101001,2970ca01446225602e12f03b04901f1190180f808c115
610,116,00001011010011011110101011000101101111001000011000101101010101110100100011111000110101001100110101000110101110001000,0800df2410310540a70fb0bb35820304631300107d044
611,98,01110111111011100110010011001110110100000010101010010011000010000101001101110101011011101001101011,02f11326c1bb1330103cc09a01742e024011028013030
612,91,1111110010001110010000000110011111110101100101100001010011000001000111001001110111110010100,01008f03b0fd1051372ff1a203e08c3210e300220706d
613,93,011101010011000101110110111011000100011110110111100110000001101100000110100010100111101001000,0380d900700500100c3ea18109c15c0a80fb3d31400b5
614,78,101101101011000011001011010010101010000000000101010101101101011110010101101011,0bb2f00a401b04a0ee05711102913c0f513905740c0f8
615,93,011000011010101010101111111011111110101001000100010101111011000100010010001010001111011111111,04819107604b0231660500253253f305f0520921ad158
616,113,00011111101110110000000111101001000110010111011101011000001001000110111110000011011111110011110111010111110000100,0443850390a504d2d80e202622b08215c000095074213
617,105,101100110000110001110001100001011000110010111110010000010011011010000110010010110101010100111100101001101,08b16a07a14f10d03406a03305b07e0731f50181b954a
618,113,11001001011010100001101111001101001101101011010011101100100000010001000111011110001001001010001111000010111011110,01f0cf05c09b23417029e29b06709202b1d613b0ef010
619,95,11101010110010000101011100011110111110100000001111111010000011001100011001110100110110011100001,0d008c0bb1af0a70ca0652990ea0d504b04d0c02f31ba
620,82,1011111000101111100010100010111010000100110010101101011010010010111000110010000100,1e913202f1c50f519715d09b09823711211501f05c0f3
621,68,10110001100011011001001000110010100000010110100001011001001011010111,33e0810450840d301e1351821a211815c0e71cd0b404a
622,91,1100010010000101001101111101100010100001111111010010001110110010101011000111010001111110000,15a0cf1bd01a0e51c409600e0094be0bc0160e00a1192
623,113,00100111011111101111110011100001101011011100011001010101000001110010100000011110010100110110101000000111000000111,0f30ab13621e00a0740040342fa0382291301730ba19a
624,80,11111110000110101100100111000100000010111111101001001100101000001111001001011000,0df12500f08e01904912428d08150708a02718701d168
625,125,00111101011101010000000110010000011110110000101000101111100111001000010010101000011110101010110101101101001101011000111011100,1df02a03704605d0220911401f622209c0f533620f036
626,87,011110110111001101111100001000010101110111000100101111001111001101111010100001111010111,10b08111106211a1430222740d51872920510d40121e2
627,88,1111100001100111101101101011101110000101111001001100111110011011110100101010010000000111,11f08806d10a1420062324c40c006b17b03f0c40490aa
628,83,01110110011101111111110100101100000110111001100001101011110000010111110111000000100,0172f82d608d0951a13210c90ab04701009e0c20a805d
629,91,1011111010101001011000111001000101110000100100011000010110100010111111110001100100111100110,3770820bb06500f01d0c200a2630bf0b31431ca090277
630,89,11101010101111010100110111000100000011001100111100001010001101010110011001000100101101010,0dd0d941404a08507005c06a08509c04733421c07d0f3
631,80,10111001101011000101100110101001001111100011001000001001110010000100111100000011,08815e01d15132228400414a0461102930070a1098088
632,106,1110101001011001111010010100101011101010111000000111111000000101000100110010000000010111000101111111111011,04606f0f41030c906a0013040601621a51db0812f505c
633,71,01111111011111101001101010111000010111111101111101101011100001101101101,07f0760600c407b0ac04205910a0d000322300e709105
634,75,000101010011111100001110100010100001011011010100111101101101110000101001010,14802402d19707f3f30dc06e16705a1d81770820db09f
635,126,110100001010011111001110101001010111100001001000110101010101111101100011111110000101010100101100101101111110110011111001111110,06d0690921810c709201f05e2c516728f05810c313008
636,72,101011000111100100101001011001001001111111101000110100101001000100011010,1b10460661ac13d01929f12c0680a803f0e53c4086052
637,109,0001111101101010010000110110110000001001000110110010010001101001010101000001000001110111010000001001010001101,1a503932802d1b01501890870a1249124063090093020
638,79,0000010001010000011110011000011000111100010010001100110110110000011010011100101,10f07a00c06b41f24d02704a0b304c19f1211be068137
639,98,11110111010110101111111111000100111111101010111001111010000111101110110010011001110101111110111100,17512c3080d80ff1f90260180040bb1f307401c1e411a
640,120,010100110001001000010111000110101101011001000000011010001010110010111011111101000010010010110111000111111000100110000011,0c21790336d90b21200ab0721700150f005d04a08801f
641,82,0100101111110001010101100010011010000111110101101111011011011000011011111000011101,10f1410d300119c20b21f13000c09e07e0bf0132bd127
642,102,101010101001001101110111110010011111011000111111011010001001110101101100100000101111101110110100111010,02f00017004a03307a03906c18b1b633208201816344f
643,86,00010100000010101110111011111110110011010100110101001001101110110110100001101011101011,1701460171850b40a903b0ba0e70ca1f00cd22f24f069
644,74,00001010101100011110000001011001110011001001100101000110101001110000010110,0d717f03b08f01131708310e03544b01b0e20ee10e0a5
645,92,00000010101101111111000101011011011111111011100111011111000001110011000000100011111000110101,10428d10916b26e10f00209a11104420505100e12c0f5
646,102,001100101100100100110000101101101011101110001000110001001000000010101010000000100010011000110010110101,1aa06407c0d409f0d203d00f19a0a22b31d20b61d818e
647,107,01000111011011100011111110101000111111110101110011110101111100101100010100010111111110101101111110001010010,1610091522672741310152010c902d04d16b14701610e
648,97,0100010110101110110101010111001001010101111101100100010111100010110000000000010011011000001010100,0a911708b38408a2863eb03d07901608b01800e0a2110
649,74,01111010110010101101101101001010011101011100001000010000000011111101001110,21f55d1770a90550580fa0cd01d10908401306501f1a9
650,116,10011110111000000101100100110101110010110101010010000101110110000000110111101101001101000100100000011001110100100010,0cb0880aa0f83bd1330d21412820e601305902a0031ff
651,68,01111101011110101010011000110010111100101011001111001000100011000000,0562a51bd01203a1842851f000007101d0e102812423f
652,120,000000010011000010011011001110100111110110010011110011010010111000110111111000100001101001011111011101110110111010010011,26735608803d0e10560b602f04d0b341a0ab0680f8036
653,117,100110101000110111000001101111110111011111000010111110110011110110011010111110001001101000000110000101000011101001111,3520222f209c01106312208b3ac0ac0410241b3015051
654,77,10100011011011010110000011010000111011100000010101011000101110101000100001101,18009a37815607a1ed01c16b1b206115702300c057132
655,114,011110010001101001101100101101110101010110010011010000100101100010101100100001100001100000010010100101010000100011,02707735103c0b601025a3952be1180c801603b00a01e
656,66,000000111111100011010010000011001111011011010001001001010100011110,0001710812a80bb0aa09e07733008a2260020e90db13f
657,90,100101110101001000000001001110101101001101110110010010000100001011101011001010011111001100,09727213a06701120800030906302c1911470400eb19b
658,76,1011000010100100001000001100000001100111001001001101001100100101100100011010,07e18f0620c102002b04801a0e11e90084012600192cf
659,107,11110111001010110011100110010111001000011010100000111011110001000100101001100010101011110110110011011100100,06801e0e321f0fa01604303b0df5271050750c91bf0dc
660,104,00001011010010100110110001001010111100111111110000011100100001011100000011101111111111000110000111001111,0072061262cd10a0200d009e4de03911d07e02c063020
661,83,00100111011000010110100000110100010000100010011111111000100000110101011111110011110,3030592a40620b60860840c81240601100142780e5109
662,79,0101010000100000000000110100101110011010110010101111010110101110010110011001100,12003502802304107d2c80090141241981a82b51a31f9
663,101,01101110101011000111110101001100100000111001011000001001000010000101011001111001110110111101101011110,09f21b11b02e03500605504607919415c3812f511b024
